landmark_name,latitude,longitude
Historic District of Old Québec,46.80944444,-71.21055556
"Historic Ensemble of the Potala Palace, Lhasa",29.65792,91.11717
Historic Fortified City of Carcassonne,43.2070631,2.3636562
Historic Fortified Town of Campeche,19.84639,-90.53722
Historic Inner City of Paramaribo,5.82611,-55.15
"Historic Jeddah, the Gate to Makkah",21.48388889,39.1875
Historic Monuments Zone of Querétaro,20.593292,-100.392135
Historic Monuments Zone of Tlacotalpan,18.613459,-95.658676
Historic Monuments and Sites in Kaesong,37.98166667,126.5080556
"Historic Monuments of Ancient Kyoto (Kyoto, Uji and Otsu Cities)",34.98055556,135.7694444
Historic Monuments of Ancient Nara,34.67555556,135.8394444
Historic Monuments of Dengfeng in “The Centre of Heaven and Earth”,34.45874722,113.0677194
Historic Monuments of Novgorod and Surroundings,58.53333,31.28333
Historic Mosque City of Bagerhat,22.66667,89.8
Historic Quarter of the City of Colonia del Sacramento,-34.47119,-57.849898
Historic Quarter of the Seaport City of Valparaíso,-33.04063889,-71.628
Historic Sanctuary of Machu Picchu,-13.184934,-72.533443
Historic Site of Lyon,45.76722,4.83333
Historic Town of Banská Štiavnica and the Technical Monuments in its Vicinity,48.46111,18.9
Historic Town of Grand-Bassam,5.195833333,-3.736388889
Historic Town of Guanajuato and Adjacent Mines,21.01694,-101.25556
Historic Town of Ouro Preto,-20.38888889,-43.50555556
"Historic Town of St George and Related Fortifications, Bermuda",32.37944444,-64.67777778
Historic Town of Sukhothai and Associated Historic Towns,17.00722,99.78972
Historic Town of Zabid,14.19533333,43.31552778
Historic Villages of Korea: Hahoe and Yangdong,36.53916667,128.5166667
Historic Villages of Shirakawa-go and Gokayama,36.4,136.8833333
Historic Walled Town of Cuenca,40.07662,-2.13174
Historic and Architectural Complex of the Kazan Kremlin,55.79945266,49.10646024
Historical Centre of the City of Arequipa,-16.398353,-71.536777
Historical Centre of the City of Yaroslavl,57.65278,39.87611
Historical Complex of Split with the Palace of Diocletian,43.50888889,16.43916667
"Historical Monuments at Makli, Thatta",24.76666667,67.9
Historical Monuments of Mtskheta,41.84227778,44.72102778
Hoi An Ancient Town,15.88333333,108.3333333
Holašovice Historic Village,48.96963889,14.27261111
Holy Trinity Column in Olomouc,49.59393611,17.25045833
Hopewell Ceremonial Earthworks,40.05365833,-82.44606111
Hortobágy National Park - the <i>Puszta</i>,47.59458,21.15678
"Hospicio Cabañas, Guadalajara",20.676888,-103.337798
Huanglong Scenic and Historic Interest Area,32.75417,103.82222
Huascarán National Park,-9.33333,-77.4
Hubei Shennongjia,31.46972222,110.2077778
"Human Rights, Liberation and Reconciliation: Nelson Mandela Legacy Sites",-25.74069167,28.21179167
"Humayun's Tomb, Delhi",28.59333,77.25056
Humberstone and Santa Laura Saltpeter Works,-20.20582,-69.79406
Hwaseong Fortress,37.27222,127.00833
Hyrcanian Forests,37.42147222,55.72427778
"Ibiza, Biodiversity and Culture",38.91113889,1.435194444
Ichkeul National Park,37.16361,9.67472
Iguazu National Park,-25.577357,-54.286073
Iguaçu National Park,-25.44814722,-53.80014444
Ilulissat Icefjord,69.13333333,-49.5
Imperial Palaces of the Ming and Qing Dynasties in Beijing and Shenyang,41.79416667,123.4469444
Imperial Tombs of the Ming and Qing Dynasties,41.70722222,124.7938889
Incense Route - Desert Cities in the Negev,30.57388889,35.00916667
Independence Hall,39.94861111,-75.15
Ir.D.F. Woudagemaal (D.F. Wouda Steam Pumping Station),52.84583,5.67889
Ironbridge Gorge,52.62638889,-2.472777778
Ischigualasto / Talampaya Natural Parks,-30,-68
Island of Gorée,14.66722,-17.40083
Island of Mozambique,-15.03417,40.73583
Island of Saint-Louis,16.02778,-16.50444
Islands and Protected Areas of the Gulf of California,27.62667,-112.54583
Isole Eolie (Aeolian Islands),38.48786111,14.94558333
Itchan Kala,41.378088,60.360253
Itsukushima Shinto Shrine,34.29441667,132.3246389
Ivindo National Park,0.113,12.648
"Ivrea, industrial city of the 20th century",45.4575,7.869166667
Iwami Ginzan Silver Mine and its Cultural Landscape,35.11277778,132.435
"Jaipur City, Rajasthan",26.92427778,75.82186111
Jeju Volcanic Island and Lava Tubes,33.46888889,126.7202778
"Jelling Mounds, Runic Stones and Church",55.75638889,9.42
Jesuit Block and Estancias of Córdoba,-31.42056,-64.19111
Jesuit Missions of La Santísima Trinidad de Paraná and Jesús de Tavarangue,-27.131613,-55.702672
Jesuit Missions of the Chiquitos,-16,-60.5
"Jesuit Missions of the Guaranis: San Ignacio Mini, Santa Ana, Nuestra Señora de Loreto and Santa Maria Mayor (Argentina), Ruins of Sao Miguel das Missoes (Brazil)",-28.54333333,-54.26583333
Jewish Quarter and St Procopius' Basilica in Třebíč,49.21722222,15.87888889
Jewish-Medieval Heritage of Erfurt,50.97866389,11.02923333
Jiuzhaigou Valley Scenic and Historic Interest Area,33.08333,103.91667
Jodensavanne Archaeological Site: Jodensavanne Settlement and Cassipora Creek Cemetery,5.431111111,-54.98266667
Jodrell Bank Observatory,53.23391667,-2.303861111
Joggins Fossil Cliffs,45.70972222,-64.43583333
Jomon Prehistoric Sites in Northern Japan,41.06555556,140.5522222
Jongmyo Shrine,37.57472222,126.9936111
Joya de Cerén Archaeological Site,13.8275,-89.36916667
Jurisdiction of Saint-Emilion,44.89472222,-0.155277778
Kaeng Krachan Forest Complex,12.86566667,99.40016667
Kahuzi-Biega National Park,-2.334053,28.180743
Kaiping Diaolou and Villages,22.28551944,112.5658611
Kairouan,35.68167,10.10389
Kakadu National Park,-12.83333333,132.8333333
"Kakatiya Rudreshwara (Ramappa) Temple, Telangana",18.25913333,79.94320556
Kalwaria Zebrzydowska: the Mannerist Architectural and Park Landscape Complex and Pilgrimage Park,49.86668,19.676361
Kasbah of Algiers,36.78333,3.06028
Kathmandu Valley,27.70395,85.30858
Kaziranga National Park,26.66666667,93.41666667
Kenya Lake System in the Great Rift Valley,-0.4425,36.24
Keoladeo National Park,27.15888889,77.50861111
Kernavė Archaeological Site (Cultural Reserve of Kernavė),54.879,24.853
Khajuraho Group of Monuments,24.85222,79.92222
Khami Ruins National Monument,-20.15833333,28.37666667
Khangchendzonga National Park,27.76472222,88.37722222
Kilimanjaro National Park,-3.06667,37.36667
Kinabalu Park,6.25,116.5
Kizhi Pogost,62.06758333,35.22436111
Kluane / Wrangell-St. Elias / Glacier Bay / Tatshenshini-Alsek,61.19758333,-140.9919722
Koh Ker: Archaeological Site of Ancient Lingapura or Chok Gargyar,13.78305556,104.5372222
Komodo National Park,-8.54333,119.48944
Kondoa Rock-Art Sites,-4.724444444,35.83388889
Konso Cultural Landscape,5.3,37.4
"Koutammakou, the Land of the Batammariba",10.14808333,1.100222222
"Kremlin and Red Square, Moscow",55.75402778,37.62041667
Kronborg Castle,56.03889,12.62083333
Krzemionki Prehistoric Striped Flint Mining Region,50.96797222,21.50230556
Ksar of Ait-Ben-Haddou,31.04722,-7.12889
Kujataa Greenland: Norse and Inuit Farming at the Edge of the Ice Cap,61.16444444,-45.59805556
Kuk Early Agricultural Site,-5.783711111,144.3317222
"Kulangsu, a Historic International Settlement",24.4475,118.0619444
Kunta Kinteh Island and Related Sites,13.31616667,-16.35719444
Kunya-Urgench,42.18318,59.08494
Kutná Hora: Historical Town Centre with the Church of St Barbara and the Cathedral of Our Lady at Sedlec,49.95,15.26666667
"Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings, Kyiv-Pechersk Lavra",50.45258,30.51686
K’gari (Fraser Island),-25.21666667,153.1333333
L'viv – the Ensemble of the Historic Centre,49.84163,24.03198
"La Chaux-de-Fonds / Le Locle, Watchmaking Town Planning",47.10388889,6.832777778
La Fortaleza and San Juan National Historic Site in Puerto Rico,18.46666667,-66.125
"La Grand-Place, Brussels",50.84668,4.35242
La Lonja de la Seda de Valencia,39.47441667,-0.378444444
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,-20.41194444,164.5663889
Lake Baikal,53.17361111,107.6625
Lake Malawi National Park,-14.03333,34.88333
Lake Turkana National Parks,3.051305556,36.50366667
Lakes of Ounianga,19.055,20.50555556
Lamu Old Town,-2.284444444,40.8525
Land of Frankincense,18.25333,53.64759
"Landmarks of the Ancient Kingdom of Saba, Marib",15.42687778,45.33522778
Landscape for Breeding and Training of Ceremonial Carriage Horses at Kladruby nad Labem,50.05665,15.48425833
Landscape of Grand Pré,45.11833333,-64.30722222
Landscape of the Pico Island Vineyard Culture,38.51344444,-28.54116667
Landscapes of Dauria,49.93022222,115.4254444
Laponian Area,67.33333,17.58333
Las Médulas,42.46939,-6.77075
Late Baroque Towns of the Val di Noto (South-Eastern Sicily),36.89319444,15.06891667
Laurisilva of Madeira,32.76666667,-17
"Lavaux, Vineyard Terraces",46.49194444,6.746111111
Le Colline del Prosecco di Conegliano e Valdobbiadene,45.95302778,12.22611111
"Le Havre, the City Rebuilt by Auguste Perret",49.49278,0.1075
Le Morne Cultural Landscape,-20.45194444,57.32833333
Lednice-Valtice Cultural Landscape,48.77583,16.775
Lena Pillars Nature Park,60.66666667,127
Lençóis Maranhenses National Park,-2.536666667,-43.06361111
"Levoča, Spišský Hrad and the Associated Cultural Monuments",48.99944444,20.7675
Levuka Historical Port Town,-17.68337778,178.8345333
León Cathedral,12.435,-86.87805556
Lines and Geoglyphs of Nasca and Palpa,-14.72583,-75.14861
Litomyšl Castle,49.87361,16.31444
Longmen Grottoes,34.46666667,112.4666667
Longobards in Italy. Places of the Power (568-774 A.D.),46.09416667,13.43305556
Lord Howe Island Group,-31.56555556,159.0883333
Lorentz National Park,-4.75,137.83333
Los Alerces National Park,-42.8528,-71.8728
Los Glaciares National Park,-50,-73.24944
Los Katíos National Park,7.803975,-77.146271
Lower Valley of the Awash,11.10006,40.57939
Lower Valley of the Omo,4.8,35.96666667
Luis Barragán House and Studio,19.41119788,-99.19235334
"Lumbini, the Birthplace of the Lord Buddha",27.46889,83.27611
Lushan National Park,29.43333333,115.8666667
Lut Desert,30.21611111,58.83888889
Luther Memorials in Eisleben and Wittenberg,51.86472,12.65278
L’Anse aux Meadows National Historic Site,51.58472222,-55.55
M'Zab Valley,32.48333,3.68333
Macquarie Island,-54.59472222,158.8955556
Madara Rider,43.277375,27.118894
Madriu-Perafita-Claror Valley,42.49472222,1.595555556
Mahabodhi Temple Complex at Bodh Gaya,24.69528,84.99389
Major Mining Sites of Wallonia,50.43527778,3.838333333
Major Town Houses of the Architect Victor Horta (Brussels),50.82806,4.36223
Maloti-Drakensberg Park,-29.76527778,29.12305556
Malpelo Fauna and Flora Sanctuary,4.003344,-81.607572
Mammoth Cave National Park,37.18722222,-86.10305556
"Mana Pools National Park, Sapi and Chewore Safari Areas",-15.81944444,29.40805556
Manas Wildlife Sanctuary,26.725,91.03055556
Manovo-Gounda St Floris National Park,9,21.5
Mantua and Sabbioneta,45.15944444,10.79444444
Manú National Park,-12.25,-71.75
Mapungubwe Cultural Landscape,-22.1925,29.23889
Maratha Military Landscapes of India,20.7225,73.9425
Margravial Opera House Bayreuth,49.94439311,11.57849794
Maritime Greenwich,51.48116667,-0.003777778
Masada,31.31555556,35.35361111
Masjed-e Jāmé of Isfahan,32.66972222,51.68527778
Mathildenhöhe Darmstadt,49.87638889,8.6675
Matobo Hills,-20.5,28.5
Maulbronn Monastery Complex,49.00083,8.81306
Mausoleum of Khoja Ahmed Yasawi,43.29769444,68.27105556
Mausoleum of the First Qin Emperor,34.381311,109.259951
Maya Site of Copan,14.85,-89.13333
"Mbanza Kongo, Vestiges of the Capital of the former Kingdom of Kongo",-6.268888889,14.24972222
Medici Villas and Gardens in Tuscany,43.85777778,11.30416667
Medieval City of Rhodes,36.44722,28.22778
Medieval Monuments in Kosovo,42.66111111,20.26555556
Medieval Town of Toruń,53.01055556,18.60416667
Medina of Essaouira (formerly Mogador),31.51411111,-9.770305556
Medina of Fez,34.06111,-4.97778
Medina of Marrakesh,31.63139,-7.98667
Medina of Sousse,35.82778,10.63861
Medina of Tunis,36.81667,10.16667
Medina of Tétouan (formerly known as Titawin),35.57083,-5.36667
Megalithic Jar Sites in Xiengkhuang – Plain of Jars,19.43105556,103.1522222
Megalithic Temples of Malta,36.04908,14.26947
Megaliths of Carnac and of the shores of Morbihan,47.61611111,-3.087222222
Mehmed Paša Sokolović Bridge in Višegrad,43.78144444,19.288025
"Meidan Emam, Esfahan",32.65745,51.67777778
"Melaka and George Town, Historic Cities of the Straits of Malacca",5.421388889,100.3458333
Melka Kunture and Balchit: Archaeological and Palaeontological Sites in the Highland Area of Ethiopia,8.703472222,38.59908333
"Memorial sites of the Genocide: Nyamata, Murambi, Gisozi and Bisesero",-2.455527778,29.56772222
Memphis and its Necropolis – the Pyramid Fields from Giza to Dahshur,29.97604,31.13041
Mesa Verde National Park,37.26166667,-108.4855556
Messel Pit Fossil Site,49.918,8.757
Meteora,39.71667,21.63333
Migratory Bird Sanctuaries along the Coast of Yellow Sea-Bohai Gulf of China,31.51291667,121.9993889
Miguasha National Park,48.105,-66.35305556
Mill Network at Kinderdijk-Elshout,51.8825,4.649444444
Millenary Benedictine Abbey of Pannonhalma and its Natural Environment,47.55889,17.78444
Minaret and Archaeological Remains of Jam,34.39641667,64.51588889
"Mines of Rammelsberg, Historic Town of Goslar and Upper Harz Water Management System",51.82,10.34
Mining Area of the Great Copper Mountain in Falun,60.60472,15.63083
Minoan Palatial Centres,35.24861111,24.88722222
Mir Castle Complex,53.45108333,26.47272222
Mistaken Point,46.635,-53.21111111
"Modernist Kaunas: Architecture of Optimism, 1919-1939",54.89694444,23.92916667
Mogao Caves,40.13333,94.81667
Moidams – the Mound-Burial System of the Ahom Dynasty,26.94117472,94.87635
Monarch Butterfly Biosphere Reserve,19.60638889,-100.2416667
"Monasteries of Daphni, Hosios Loukas and Nea Moni of Chios",38.39527778,22.74666667
Monasteries of Haghpat and Sanahin,41.095,44.71028
"Monastery and Site of the Escurial, Madrid",40.58911111,-4.14775
Monastery of Alcobaça,39.55,-8.97667
Monastery of Batalha,39.65778,-8.82694
Monastery of Geghard and the Upper Azat Valley,40.140439,44.818525
Monastery of Horezu,45.16972222,24.00722222
Monastery of the Hieronymites and Tower of Belém in Lisbon,38.69194,-9.21583
Monastic Island of Reichenau,47.69872222,9.061305556
Mont-Saint-Michel and its Bay,48.63556,-1.51056
Monte San Giorgio,45.88888889,8.913888889
Monticello and the University of Virginia in Charlottesville,38.03277778,-78.50388889
Monumental Earthworks of Poverty Point,32.63694444,-91.40638889
Monuments of Oviedo and the Kingdom of the Asturias,43.36262,-5.84303
Moravian Church Settlements,55.35555556,9.481388889
Morne Trois Pitons National Park,15.331113,-61.30661
Mosi-oa-Tunya / Victoria Falls,-17.92453,25.85539
Mount Athos,40.26667,24.21667
"Mount Emei Scenic Area, including Leshan Giant Buddha Scenic Area",29.5449,103.76925
Mount Etna,37.75611111,14.99666667
Mount Hamiguitan Range Wildlife Sanctuary,6.717169444,126.1734306
Mount Huangshan,30.145333,118.155083
Mount Kenya National Park/Natural Forest,-0.155,37.31555556
Mount Kumgang – Diamond Mountain from the Sea,38.66027778,128.1375
Mount Mulanje Cultural Landscape,-15.91166667,35.65805556
Mount Nimba Strict Nature Reserve,7.60318,-8.39097
Mount Qingcheng and the Dujiangyan Irrigation System,31.00167,103.60528
Mount Sanqingshan National Park,28.91583333,118.0644444
Mount Taishan,36.26667,117.1
Mount Wutai,39.03055556,113.5633333
Mount Wuyi,27.72638889,117.7252778
Mountain Railways of India,11.51028,76.93583
"Mountain Resort and its Outlying Temples, Chengde",40.98694,117.93833
Mozu-Furuichi Kofun Group: Mounded Tombs of Ancient Japan,34.56222222,135.6094444
Mudejar Architecture of Aragon,40.34389,-1.10722
Murujuga Cultural Landscape,-20.56502778,116.6685278
"Museumsinsel (Museum Island), Berlin",52.51972222,13.39861111
Muskauer Park / Park Mużakowski,51.547653,14.729389
My Son Sanctuary,15.773843,108.109169
Møns Klint,54.96777778,12.55027778
Nahanni National Park,61.54722222,-125.5894444
Namhansanseong,37.47888889,127.1811111
Namib Sand Sea,-24.88527778,15.40777778
Nan Madol: Ceremonial Centre of Eastern Micronesia,6.839722222,158.3308333
Nanda Devi and Valley of Flowers National Parks,30.71667,79.66667
National Archaeological Park Tak’alik Ab’aj,14.63861111,-91.7325
National Archeological Park of Tierradentro,2.583333333,-76.03333333
"National History Park – Citadel, Sans Souci, Ramiers",19.573025,-72.234268
Natural System of Wrangel Island Reserve,71.18888889,-179.7152778
Natural and Cultural Heritage of the Ohrid region,40.99183333,20.70416667
Natural and Culturo-Historical Region of Kotor,42.48333,18.7
Naumburg Cathedral,51.15480556,11.804
Naval Port of Karlskrona,56.16667,15.58333
Necropolis of Bet She’arim: A Landmark of Jewish Renewal,32.70222222,35.12694444
Nemrut Dağ,38.03661,38.76369
Neolithic Flint Mines at Spiennes (Mons),50.42011348,3.982268911
Neolithic Site of Çatalhöyük,37.66666667,32.82805556
New Lanark,55.66333333,-3.783055556
New Zealand Sub-Antarctic Islands,-50.75,166.1044444
Ngorongoro Conservation Area,-3.18722,35.54083
"Nice, Winter Resort Town of the Riviera",43.70169444,7.272305556
Ningaloo Coast,-22.5625,113.8102778
Niokolo-Koba National Park,12.841271,-12.899781
Noel Kempff Mercado National Park,-14.26667,-60.86667
Nord-Pas de Calais Mining Basin,50.4625,3.546111111
Notre-Dame Cathedral in Tournai,50.60603,3.38926
Nubian Monuments from Abu Simbel to Philae,22.33722222,31.62580556
Nyungwe National Park,-2.5553,29.24733333
Ogasawara Islands,27.71833333,142.0997222
Okapi Wildlife Reserve,2,28.5
Okavango Delta,-19.28333333,22.9
Old Bridge Area of the Old City of Mostar,43.33730556,17.815
Old City of Acre,32.92166667,35.06888889
Old City of Berne,46.94806,7.45028
Old City of Dubrovnik,42.64142111,18.10886111
Old City of Jerusalem and its Walls,31.77777778,35.23166667
Old City of Salamanca,40.96525,-5.6645
Old City of Sana'a,15.35555556,44.20805556
Old City of Zamość,50.71694444,23.25277778
Old Havana and its Fortification System,23.13333333,-82.35
Old Rauma,61.12806,21.51167
Old Town Lunenburg,44.37611111,-64.30916667
Old Town of Corfu,39.62394139,19.9275
Old Town of Cáceres,39.47444,-6.37
Old Town of Galle and its Fortifications,6.028051,80.216346
Old Town of Ghadamès,30.13333333,9.5
Old Town of Lijiang,26.86667,100.23333
Old Town of Segovia and its Aqueduct,40.94847222,-4.11675
Old Town of Ávila with its Extra-Muros Churches,40.65645,-4.70012
Old Towns of Djenné,13.90639,-4.555
Old Village of Hollókő and its Surroundings,47.99444,19.52917
Old Walled City of Shibam,15.92694,48.62667
Old and New Towns of Edinburgh,55.95,-3.216666667
Old town of Kuldīga,56.96775,21.97152778
Old town of Regensburg with Stadtamhof,49.02055556,12.09916667
Olympic National Park,47.74833333,-123.4488889
Ombilin Coal Mining Heritage of Sawahlunto,-0.766625556,100.7378833
Orkhon Valley Cultural Landscape,47.479214,102.678482
Osun-Osogbo Sacred Grove,7.75556,4.55222
Ouadi Qadisha (the Holy Valley) and the Forest of the Cedars of God (Horsh Arz el-Rab),34.25388889,36.95111111
Padua’s fourteenth-century fresco cycles,45.41188889,11.87961111
Painted Churches in the Troodos Region,34.92027778,33.09583333
Palace and Gardens of Schönbrunn,48.18666667,16.31333333
Palace and Park of Fontainebleau,48.40194444,2.698055556
Palace and Park of Versailles,48.805,2.119444444
Palace of Westminster and Westminster Abbey including Saint Margaret’s Church,51.499,-0.127
Palaces and Parks of Potsdam and Berlin,52.4,13.03333333
"Palau de la Música Catalana and Hospital de Sant Pau, Barcelona",41.38778,2.175
Paleochristian and Byzantine Monuments of Thessalonika,40.63833,22.965
"Palestine: Land of Olives and Vines – Cultural Landscape of Southern Jerusalem, Battir",31.71638889,35.15888889
Palmeral of Elche,38.26666667,-0.716666667
Pampulha Modern Ensemble,-19.85194444,-43.97361111
Pantanal Conservation Area,-17.656,-57.359
Papahānaumokuākea,25.34907,-170.14582
Paphos,34.75833,32.40556
Paraty and Ilha Grande – Culture and Biodiversity,-23.01860556,-44.68536944
"Paris, Banks of the Seine",48.8655,2.321138889
Parthian Fortresses of Nisa,37.99972222,58.19861111
Pasargadae,30.19383,53.16729
"Paseo del Prado and Buen Retiro, a landscape of Arts and Sciences",40.41533333,-3.687055556
"Pearling, Testimony of an Island Economy",26.24128,50.61351
Peking Man Site at Zhoukoudian,39.689449,115.922702
Península Valdés,-42.5,-64
Pergamon and its Multi-Layered Cultural Landscape,39.12583333,27.18
Persepolis,29.93444,52.89028
Peruaçu River Canyon,-15.075,-44.20833333
Petra,30.33056,35.44333
Petroglyphic Complexes of the Mongolian Altai,49.33388889,88.39527778
Petroglyphs along the Bangucheon Stream,35.60845,129.1739972
Petroglyphs of Lake Onega and the White Sea,61.7299,36.01263889
Petroglyphs of the Archaeological Landscape of Tanbaly,43.80333333,75.535
Petäjävesi Old Church,62.25,25.18333
Phoenix Islands Protected Area,-3.864454,-172.650203
Phong Nha-Ke Bang National Park and Hin Nam No National Park,17.42755556,105.9052778
"Phu Phrabat, a testimony to the Sīma stone tradition of the Dvaravati period",17.73105833,102.3562667
"Piazza del Duomo, Pisa",43.72305556,10.39638889
Pilgrimage Church of St John of Nepomuk at Zelená Hora,49.5802,15.94205833
Pilgrimage Church of Wies,47.68127778,10.90013889
Pimachiowin Aki,51.82641667,-95.41127778
Pirin National Park,41.74272222,23.43047222
Pitons Management Area,13.80708333,-61.07036111
"Pitons, cirques and remparts of Reunion Island",-21.09944444,55.48
"Place Stanislas, Place de la Carrière and Place d'Alliance in Nancy",48.69361111,6.183333333
Plantin-Moretus House-Workshops-Museum Complex,51.21833,4.39778
Plitvice Lakes National Park,44.87778,15.61444
Poblet Monastery,41.38083,1.0825
Pont du Gard (Roman Aqueduct),43.94722222,4.535277778
Pontcysyllte Aqueduct and Canal,52.97027778,-3.087777778
"Port, Fortresses and Group of Monuments, Cartagena",10.41666667,-75.53333333
"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)",44.10694,9.72917
Portuguese City of Mazagan (El Jadida),33.25667,-8.50194
Prambanan Temple Compounds,-7.75222,110.49167
Pre-Hispanic City and National Park of Palenque,17.48333,-92.05
Pre-Hispanic City of Chichen-Itza,20.682739,-88.568654
Pre-Hispanic City of Teotihuacan,19.69167,-98.84167
Pre-Hispanic Town of Uxmal,20.36166667,-89.77027778
Precolumbian Chiefdom Settlements with Stone Spheres of the Diquís,8.938453,-83.502539
Prehistoric Caves of Yagul and Mitla in the Central Valley of Oaxaca,16.95083333,-96.42111111
Prehistoric Pile Dwellings around the Alps,47.27833333,8.2075
Prehistoric Rock Art Sites in the Côa Valley and Siega Verde,40.6975,-6.661111111
Prehistoric Sites and Decorated Caves of the Vézère Valley,45.0575,1.17
Prehistoric Sites of the Khorramabad Valley,33.49210833,48.34557222
Protective town of San Miguel and the Sanctuary of Jesús Nazareno de Atotonilco,20.91444444,-100.7463889
Proto-urban Site of Sarazm,39.50788889,67.45872222
"Provins, Town of Medieval Fairs",48.55972222,3.298888889
Puerto-Princesa Subterranean River National Park,10.16666667,118.9166667
Punic Town of Kerkuane and its Necropolis,36.94639,11.09917
Purnululu National Park,-17.5,128.5
Putorana Plateau,69.04694444,94.15805556
Pyrénées - Mont Perdu,42.68542,-5e-4
Pythagoreion and Heraion of Samos,37.69083,26.94333
Pyu Ancient Cities,22.47,95.81861111
Qal’at al-Bahrain – Ancient Harbour and Capital of Dilmun,26.23306,50.52722222
"Qhapaq Ñan, Andean Road System",-18.25,-69.59166667
Qinghai Hoh Xil,35.38027778,92.43916667
Quanzhou: Emporium of the World in Song-Yuan China,24.71027778,118.4441667
Quebrada de Humahuaca,-23.19986111,-65.34886111
Quseir Amra,31.80180556,36.58730556
"Qutb Minar and its Monuments, Delhi",28.52583,77.18528
"Rabat, Modern Capital and Historic City: a Shared Heritage",34.02416667,-6.822777778
Rachid Karami International Fair-Tripoli,34.43777778,35.82416667
Rainforests of the Atsinanana,-14.45972222,49.7025
Rangiri Dambulla Cave Temple,7.856666667,80.64916667
"Rani-ki-Vav (the Queen’s Stepwell) at Patan, Gujarat",23.85888889,72.10166667
Rapa Nui National Park,-27.074403,-109.365683
Red Bay Basque Whaling Station,51.726925,-56.42952222
Red Fort Complex,28.65555556,77.24083333
Redwood National and State Parks,41.37388889,-123.9980556
Renaissance Monumental Ensembles of Úbeda and Baeza,38.01131,-3.37122
Residence of Bukovinian and Dalmatian Metropolitans,48.29666667,25.92472222
Residences of the Royal House of Savoy,45.07253,7.68572
Rhaetian Railway in the Albula / Bernina Landscapes,46.49833333,9.846388889
Rice Terraces of the Philippine Cordilleras,16.93389,121.13667
Richtersveld Cultural and Botanical Landscape,-28.6,17.20388889
Rideau Canal,44.99438611,-75.765125
Rietveld Schröderhuis (Rietveld Schröder House),52.08533333,5.147555556
Rila Monastery,42.133298,23.340187
Rio de Janeiro: Carioca Landscapes between the Mountain and the Sea,-22.94777778,-43.29138889
Risco Caido and the Sacred Mountains of Gran Canaria Cultural Landscape,28.04438889,-15.66119444
Rjukan-Notodden Industrial Heritage Site,59.87861111,8.593611111
Robben Island,-33.8,18.36666667
Rock Art in the Hail Region of Saudi Arabia,28.01055556,40.91305556
Rock Art of Alta,69.95,23.18333
Rock Art of the Mediterranean Basin on the Iberian Peninsula,39.78995,-1.03331
Rock Carvings in Tanum,58.70111,11.34111
Rock Drawings in Valcamonica,45.95705556,10.29733333
Rock Islands Southern Lagoon,7.246925,134.3525
Rock Paintings of Shulgan-Tash Cave,53.04944444,57.07202778
Rock Paintings of the Sierra de San Francisco,27.626963,-113.020427
Rock Shelters of Bhimbetka,22.92777778,77.58333333
Rock-Art Sites of Tadrart Acacus,24.83333,10.33333
Rock-Hewn Churches of Ivanovo,43.694858,25.987893
"Rock-Hewn Churches, Lalibela",12.02935,39.04042
Rohtas Fort,32.9625,73.58888889
"Roman Monuments, Cathedral of St Peter and Church of Our Lady in Trier",49.75,6.633333333
"Roman Theatre and its Surroundings and the ""Triumphal Arch"" of Orange",44.13572222,4.808416667
Roman Walls of Lugo,43.01064079,-7.553069941
Roskilde Cathedral,55.64266541,12.07989985
Routes of Santiago de Compostela in France,45.18405556,0.722944444
Routes of Santiago de Compostela: <i>Camino Francés</i> and Routes of Northern Spain,43.335,-6.414722222
"Royal Botanic Gardens, Kew",51.48194444,-0.294027778
"Royal Building of <i>Mafra</i> – Palace, Basilica, Convent, <i>Cerco</i> Garden and Hunting Park (<i>Tapada</i>)",38.93716667,-9.325527778
Royal Court of Tiébélé,11.08922222,-0.961861111
Royal Domain of Drottningholm,59.32306,17.88333
Royal Exhibition Building and Carlton Gardens,-37.80611111,144.9702778
Royal Hill of Ambohimanga,-18.75917,47.56278
Royal Monastery of Santa María de Guadalupe,39.45285,-5.3275
Royal Palaces of Abomey,7.183333333,1.983333333
Royal Tombs of the Joseon Dynasty,37.19722222,128.4527778
Roșia Montană Mining Landscape,46.30611111,23.13055556
Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,-8.95778,39.52278
Ruins of León Viejo,12.40047,-86.616336
Ruins of Loropéni,10.25,-3.583333333
Ruins of the Buddhist Vihara at Paharpur,25.03333333,88.98333333
Rwenzori Mountains National Park,0.223611111,29.92416667
Río Abiseo National Park,-7.75,-77.25
Río Plátano Biosphere Reserve,15.74444444,-84.675
Røros Mining Town and the Circumference,62.57388889,11.38555556
S<U>G</U>ang Gwaay,52.095,-131.2202778
Sacred City of Anuradhapura,8.333333333,80.38333333
Sacred City of Caral-Supe,-10.89166667,-77.52138889
Sacred City of Kandy,7.293611111,80.64027778
Sacred Ensembles of the Hoysalas,13.21245278,75.99407222
Sacred Island of Okinoshima and Associated Sites in the Munakata Region,34.245,130.1055556
Sacred Mijikenda Kaya Forests,-3.931944444,39.59611111
